name,gt_ok,pred_ok,angle_error,lateral_near,lateral_far,line_iou,nav_iou,confidence,accurate
test_133,True,True,2.8966,41.02,36.04,0.0000,0.0812,0.075,False
test_134,True,True,6.0082,10.59,20.53,0.0135,0.1501,0.051,False
test_135,True,True,2.3537,12.50,16.20,0.0000,0.1302,0.033,False
test_136,True,True,1.2105,12.43,14.39,0.0000,0.1616,0.070,False
test_137,True,True,12.1776,24.55,3.65,0.0649,0.1209,0.089,False
test_138,True,True,0.4989,18.73,17.93,0.0000,0.0832,0.218,False
test_139,True,True,14.1475,11.77,13.07,0.0536,0.1583,0.269,False
test_140,True,True,12.3083,39.86,20.59,0.0603,0.2643,0.000,False
test_141,True,True,13.2571,100.05,79.25,0.0000,0.1580,0.174,False
test_142,True,True,17.7746,86.22,58.21,0.0000,0.1330,0.089,False
test_143,True,True,3.2728,1.08,4.25,0.2780,0.2857,0.469,True
test_144,True,True,3.3719,5.55,0.27,0.2976,0.2891,0.000,True
test_145,True,True,19.6596,101.39,70.22,0.0000,0.3505,0.306,False
test_146,True,True,3.4949,3.99,9.73,0.0927,0.2712,0.000,True
test_147,True,True,3.7944,4.68,10.71,0.0571,0.2577,0.439,True
test_148,True,True,31.1069,93.14,42.88,0.0259,0.2590,0.000,False
test_149,True,True,10.1982,23.35,7.39,0.0834,0.2407,0.000,False
test_150,True,True,7.6256,10.56,22.59,0.0179,0.1966,0.456,False
test_151,True,True,29.5692,97.94,50.12,0.0270,0.0874,0.000,False
test_152,True,True,7.8313,18.42,6.03,0.1127,0.2221,0.089,False
test_153,True,True,21.0882,60.20,26.74,0.0385,0.3097,0.000,False
test_154,True,True,0.3198,8.08,7.55,0.0016,0.1695,0.283,True
test_155,True,True,0.6842,3.69,2.60,0.4729,0.1770,0.091,True
test_156,True,True,26.2936,91.23,49.37,0.0277,0.2245,0.441,False
test_157,True,True,22.9520,16.17,52.40,0.0347,0.2963,0.065,False
test_158,True,True,27.2501,86.10,42.58,0.0291,0.1862,0.000,False
test_159,True,True,14.1508,49.73,27.56,0.0358,0.3155,0.000,False
test_160,True,True,43.1071,127.66,54.22,0.0195,0.1092,0.000,False
test_161,True,True,4.9472,3.52,11.56,0.1086,0.2404,0.142,True
test_162,True,True,3.2644,10.70,5.37,0.1959,0.1450,0.000,False
test_163,True,True,34.4328,109.01,53.66,0.0240,0.1614,0.074,False
test_164,True,True,5.5793,78.82,69.93,0.0000,0.1790,0.216,False
test_165,True,True,8.9323,36.66,22.13,0.0152,0.3665,0.000,False
test_166,True,True,38.9628,85.70,19.95,0.0216,0.1603,0.125,False
test_167,True,True,4.8511,0.63,8.84,0.1578,0.2209,0.108,True
test_168,True,True,8.7590,13.74,0.34,0.0992,0.2155,0.311,False
test_169,True,True,14.4345,29.58,4.27,0.0519,0.1043,0.000,False
test_170,True,True,29.5891,99.42,52.13,0.0271,0.2180,0.072,False
test_171,True,True,17.7608,44.63,16.59,0.0454,0.2570,0.000,False
test_172,True,True,8.1971,0.21,13.17,0.1030,0.1117,0.000,False
test_173,True,True,0.1228,4.26,4.06,0.2177,0.3312,0.466,True
test_174,True,True,9.4269,22.98,7.58,0.0879,0.1788,0.298,False
test_175,True,True,0.5880,14.90,15.84,0.0000,0.1932,0.304,False
test_176,True,True,14.2326,0.46,24.31,0.0559,0.2676,0.159,False
test_177,True,True,24.7463,90.24,51.08,0.0133,0.2538,0.331,False
test_178,True,True,3.3608,0.27,6.01,0.2167,0.3048,0.116,True
test_179,True,True,28.1010,97.03,52.34,0.0280,0.1958,0.176,False
test_180,True,True,4.9164,5.45,13.47,0.0632,0.1279,0.253,True
test_181,True,True,13.3013,20.99,0.13,0.0632,0.1145,0.000,False
test_182,True,True,7.7256,8.02,4.34,0.1134,0.1420,0.000,False
test_183,True,True,42.4662,119.92,47.60,0.0196,0.1262,0.000,False
test_184,True,True,0.5700,1.22,2.20,0.6615,0.1977,0.400,True
test_185,True,True,37.0978,102.68,42.61,0.0217,0.0796,0.000,False
test_186,True,True,10.0177,25.80,41.54,0.0000,0.1666,0.109,False
test_187,True,True,24.3960,73.38,34.79,0.0343,0.1846,0.073,False
test_188,True,True,2.3751,7.50,3.64,0.2885,0.1325,0.489,True
test_189,True,True,5.1460,2.49,6.40,0.1720,0.1183,0.000,False
test_190,True,True,11.4303,51.48,33.50,0.0000,0.2922,0.000,False
test_191,True,True,12.4421,52.27,32.65,0.0000,0.3398,0.000,False
test_192,True,True,2.9189,7.51,2.96,0.2901,0.4479,0.000,True
test_193,True,True,2.9864,37.38,32.63,0.0000,0.4119,0.000,False
test_194,True,True,20.6048,45.27,12.80,0.0395,0.4389,0.000,False
test_195,True,True,25.5243,85.59,45.07,0.0323,0.3071,0.497,False
test_196,True,True,23.0137,101.58,65.23,0.0000,0.5122,0.025,False
test_197,True,True,2.3944,11.56,15.38,0.0000,0.3104,0.498,False
test_198,True,True,0.4498,5.05,4.32,0.2914,0.3772,0.000,True
test_199,True,True,15.4798,31.47,6.99,0.0536,0.2638,0.000,False
test_200,True,True,9.1250,39.08,24.55,0.0008,0.4651,0.000,False
test_201,True,True,7.6072,35.62,23.56,0.0000,0.4182,0.000,False
test_202,True,True,6.4829,42.44,32.10,0.0000,0.2720,0.000,False
test_203,True,True,4.3710,3.55,10.70,0.1017,0.4456,0.045,True
test_204,True,True,12.4613,49.06,29.12,0.0060,0.4622,0.000,False
test_205,True,True,15.5786,58.09,33.50,0.0198,0.5275,0.000,False
test_206,True,True,10.5330,45.35,28.68,0.0000,0.4725,0.000,False
test_207,True,True,0.3725,1.22,0.64,0.8667,0.4427,0.000,True
test_208,True,True,19.5325,52.88,22.03,0.0421,0.4707,0.000,False
test_209,True,True,18.3618,71.44,42.40,0.0027,0.3347,0.000,False
test_210,True,True,14.4171,13.79,8.90,0.0589,0.1877,0.467,False
test_211,True,True,7.8431,42.86,30.62,0.0000,0.2477,0.000,False
test_212,True,True,4.2022,45.70,39.12,0.0000,0.3891,0.000,False
test_213,True,True,5.9586,7.44,2.12,0.1519,0.2256,0.000,False
test_214,True,True,3.4826,13.70,8.02,0.0934,0.1603,0.221,False
test_215,True,True,15.4028,76.04,51.90,0.0000,0.1048,0.236,False
test_216,True,True,3.7524,11.98,5.97,0.1856,0.3221,0.000,False
test_217,True,True,26.5328,99.34,57.24,0.0056,0.2363,0.444,False
test_218,True,True,19.3927,47.24,16.62,0.0429,0.3798,0.000,False
test_219,True,True,5.2587,23.58,15.17,0.0069,0.3943,0.000,False
test_220,True,True,9.2067,11.35,26.26,0.0147,0.2269,0.000,False
test_221,True,True,5.2157,4.26,12.91,0.0833,0.3496,0.000,False
test_222,True,True,1.6675,1.96,0.84,0.6074,0.0936,0.000,True
test_223,True,True,3.3478,1.19,4.22,0.2697,0.2866,0.410,True
test_224,True,True,9.7667,25.31,9.40,0.0841,0.0888,0.268,False
test_225,True,True,4.7925,0.59,7.33,0.1867,0.2008,0.000,True
test_226,True,True,1.5484,2.63,5.13,0.2386,0.1907,0.453,True
test_227,True,True,35.7741,99.42,41.78,0.0228,0.0414,0.000,False
test_228,True,True,20.6990,12.12,24.90,0.0371,0.1596,0.057,False
test_229,True,True,2.8585,34.15,29.40,0.0000,0.0794,0.064,False
test_230,True,True,9.4158,8.84,23.75,0.0431,0.1299,0.077,False
test_231,True,True,5.3200,1.96,10.60,0.1409,0.3504,0.018,False
test_232,True,True,5.1875,10.43,2.29,0.1786,0.3376,0.000,False
test_233,True,True,3.9674,8.09,14.44,0.0091,0.2730,0.000,True
test_234,True,True,2.2424,29.59,25.98,0.0000,0.3516,0.000,False
test_235,True,True,4.6663,9.90,2.21,0.1980,0.3525,0.000,True
test_236,True,True,1.1914,39.62,37.75,0.0000,0.3453,0.090,False
test_237,True,True,3.9733,10.40,16.73,0.0022,0.4395,0.000,False
test_238,True,True,6.4668,6.41,17.10,0.0482,0.2409,0.000,False
test_239,True,True,1.2182,9.90,7.95,0.0279,0.1894,0.477,True
test_240,True,True,3.0487,0.83,4.06,0.2978,0.3258,0.062,True
test_241,True,True,9.1457,46.75,32.38,0.0000,0.3579,0.000,False
test_242,True,True,1.6149,2.33,0.26,0.5611,0.3356,0.246,True
test_243,True,True,4.0004,15.70,9.22,0.1063,0.2473,0.441,False
test_244,True,True,9.0846,0.94,13.43,0.0934,0.2338,0.118,False
test_245,True,True,0.7030,4.25,5.39,0.1859,0.3120,0.478,True
test_246,True,True,23.9421,99.21,61.36,0.0000,0.2893,0.514,False
test_247,True,True,1.7585,1.28,4.16,0.3424,0.3469,0.536,True
test_248,True,True,9.9691,98.34,82.62,0.0000,0.2237,0.147,False
test_249,True,True,11.1687,44.73,27.16,0.0038,0.3908,0.000,False
test_250,True,True,5.0431,9.06,17.10,0.0151,0.1853,0.457,False
test_251,True,True,1.8264,5.67,8.66,0.0451,0.1690,0.465,True
test_252,True,True,1.3203,22.00,19.90,0.0000,0.1041,0.000,False
test_253,True,True,12.6751,49.73,29.71,0.0069,0.3034,0.000,False
test_254,True,True,7.2126,5.10,6.73,0.1174,0.2910,0.000,False
test_255,True,True,10.4826,45.64,28.86,0.0000,0.4757,0.000,False
test_256,True,True,7.9986,41.86,29.11,0.0000,0.3664,0.000,False
